CollectionID,LoanID,CollectionDate,CollectionMethod,CollectionResult
COL005570,LOAN000384,2019-11-17,Phone,Success
COL005571,LOAN005443,2024-08-15,Phone,Success
COL005572,LOAN006053,2019-04-24,Phone,Success
COL005573,LOAN003807,2025-05-08,Phone,Success
COL005574,LOAN009606,2021-04-03,SMS,Success
COL005575,LOAN008196,2019-10-21,Phone,Success
COL005576,LOAN000458,2024-01-04,Phone,Success
COL005577,LOAN002888,2025-02-14,SMS,Success
COL005578,LOAN002663,2022-05-26,Phone,Success
COL005579,LOAN007742,2021-04-14,Phone,Success
COL005580,LOAN009418,2025-10-21,SMS,Failure
COL005581,LOAN009443,2024-05-19,Phone,Failure
COL005582,LOAN009621,2023-08-03,In-person,Success
COL005583,LOAN006798,2021-01-13,Phone,Success
COL005584,LOAN009844,2022-03-03,In-person,Success
COL005585,LOAN004018,2022-06-14,In-person,Success
COL005586,LOAN002325,2024-12-11,SMS,Failure
COL005587,LOAN007056,2022-08-31,Phone,Success
COL005588,LOAN003074,2024-11-04,Phone,Failure
COL005589,LOAN007148,2022-04-24,In-person,Success
COL005590,LOAN004283,2023-09-23,SMS,Success
COL005591,LOAN004761,2027-01-18,Phone,Success
COL005592,LOAN001547,2025-06-17,SMS,Failure
COL005593,LOAN008502,2022-04-26,Phone,Success
COL005594,LOAN003405,2024-08-01,Phone,Success
COL005595,LOAN001848,2024-11-20,Phone,Failure
COL005596,LOAN008185,2019-11-27,In-person,Failure
COL005597,LOAN005394,2023-07-01,In-person,Success
COL005598,LOAN005700,2021-02-20,Phone,Success
COL005599,LOAN004820,2021-01-30,Phone,Success
COL005600,LOAN005884,2024-04-10,SMS,Failure
COL005601,LOAN005982,2024-05-09,In-person,Success
COL005602,LOAN005724,2019-10-27,Phone,Failure
COL005603,LOAN009817,2023-02-03,Phone,Success
COL005604,LOAN002021,2021-09-19,Phone,Success
COL005605,LOAN001058,2023-02-25,Phone,Failure
COL005606,LOAN008057,2025-03-04,In-person,Success
COL005607,LOAN009339,2021-10-04,Phone,Success
COL005608,LOAN006970,2021-05-21,Phone,Failure
COL005609,LOAN009442,2024-12-31,SMS,Failure
COL005610,LOAN005115,2024-05-16,Phone,Failure
COL005611,LOAN009992,2025-01-12,Phone,Failure
COL005612,LOAN004918,2022-04-30,In-person,Success
COL005613,LOAN005413,2023-04-07,SMS,Failure
COL005614,LOAN003466,2025-08-11,Phone,Failure
COL005615,LOAN008047,2021-08-30,Phone,Failure
COL005616,LOAN002849,2025-12-02,SMS,Failure
COL005617,LOAN008451,2027-01-29,Phone,Failure
COL005618,LOAN000692,2023-05-30,SMS,Success
COL005619,LOAN006228,2021-06-08,Phone,Success
COL005620,LOAN000645,2023-03-03,Phone,Success
COL005621,LOAN000055,2024-01-04,Phone,Failure
COL005622,LOAN009604,2025-04-09,SMS,Success
COL005623,LOAN002374,2020-09-28,Phone,Failure
COL005624,LOAN003817,2023-01-23,In-person,Success
COL005625,LOAN001079,2023-06-03,Phone,Failure
COL005626,LOAN005254,2023-04-26,Phone,Failure
COL005627,LOAN007102,2019-09-15,In-person,Success
COL005628,LOAN006741,2020-12-08,Phone,Failure
COL005629,LOAN008289,2024-08-29,In-person,Success
COL005630,LOAN007297,2023-08-03,Phone,Success
COL005631,LOAN001327,2024-11-29,In-person,Success
COL005632,LOAN007104,2023-10-19,In-person,Success
COL005633,LOAN007183,2024-06-14,Phone,Success
COL005634,LOAN006145,2024-07-22,In-person,Failure
COL005635,LOAN006539,2019-11-27,Phone,Success
COL005636,LOAN001482,2021-10-25,SMS,Success
COL005637,LOAN000608,2021-09-28,In-person,Success
COL005638,LOAN005252,2022-11-27,Phone,Success
COL005639,LOAN009465,2022-06-26,SMS,Success
COL005640,LOAN003015,2024-10-11,SMS,Success
COL005641,LOAN001152,2025-11-08,In-person,Failure
COL005642,LOAN009144,2019-04-24,In-person,Success
COL005643,LOAN009084,2023-09-20,SMS,Success
COL005644,LOAN006949,2020-12-16,Phone,Failure
COL005645,LOAN008541,2025-04-23,Phone,Success
COL005646,LOAN005049,2021-11-01,In-person,Success
COL005647,LOAN002212,2024-02-14,Phone,Failure
COL005648,LOAN002208,2020-09-16,Phone,Success
COL005649,LOAN000641,2019-12-10,SMS,Failure
COL005650,LOAN005991,2023-02-26,Phone,Failure
COL005651,LOAN007913,2024-09-18,Phone,Success
COL005652,LOAN006007,2025-04-18,Phone,Failure
COL005653,LOAN004483,2021-09-16,Phone,Failure
COL005654,LOAN002497,2025-01-16,In-person,Success
COL005655,LOAN009257,2019-06-02,SMS,Success
COL005656,LOAN008273,2022-10-25,SMS,Failure
COL005657,LOAN007431,2024-04-11,Phone,Success
COL005658,LOAN003871,2023-09-24,Phone,Failure
COL005659,LOAN009353,2020-12-18,Phone,Success
COL005660,LOAN005227,2024-10-08,In-person,Success
COL005661,LOAN001393,2021-09-02,Phone,Success
COL005662,LOAN005576,2019-11-03,In-person,Failure
COL005663,LOAN000762,2021-11-29,In-person,Success
COL005664,LOAN000675,2023-04-14,In-person,Success
COL005665,LOAN004926,2023-09-12,Phone,Success
COL005666,LOAN009113,2021-11-01,Phone,Success
COL005667,LOAN007423,2020-02-25,Phone,Failure
COL005668,LOAN003473,2022-02-26,SMS,Success
COL005669,LOAN000902,2024-03-31,Phone,Success
COL005670,LOAN008332,2021-07-20,In-person,Failure
COL005671,LOAN004498,2020-02-02,Phone,Success
COL005672,LOAN000098,2022-04-02,Phone,Success
COL005673,LOAN006011,2024-11-18,In-person,Success
COL005674,LOAN005232,2024-06-24,Phone,Failure
COL005675,LOAN001170,2021-11-27,Phone,Failure
COL005676,LOAN001962,2023-05-20,Phone,Success
COL005677,LOAN002523,2022-07-04,SMS,Failure
COL005678,LOAN008833,2023-06-26,SMS,Success
COL005679,LOAN003017,2022-01-08,Phone,Success
COL005680,LOAN006961,2021-01-19,In-person,Failure
COL005681,LOAN005265,2023-04-07,SMS,Success
COL005682,LOAN000499,2023-09-17,In-person,Failure
COL005683,LOAN000170,2022-04-27,Phone,Failure
COL005684,LOAN009964,2022-06-23,Phone,Success
COL005685,LOAN002409,2029-01-11,Phone,Failure
COL005686,LOAN001240,2020-09-18,SMS,Failure
COL005687,LOAN000112,2021-05-11,In-person,Failure
COL005688,LOAN002855,2023-04-16,SMS,Success
COL005689,LOAN007227,2024-06-19,SMS,Failure
COL005690,LOAN006255,2022-10-14,In-person,Success
COL005691,LOAN009755,2025-06-11,In-person,Success
COL005692,LOAN005834,2025-12-17,In-person,Success
COL005693,LOAN000890,2020-11-24,Phone,Success
COL005694,LOAN007777,2025-03-07,In-person,Success
COL005695,LOAN001274,2020-01-13,Phone,Success
COL005696,LOAN009860,2022-02-28,SMS,Failure
COL005697,LOAN008399,2020-08-05,In-person,Success
COL005698,LOAN008970,2023-07-24,Phone,Success
COL005699,LOAN000881,2024-07-27,Phone,Failure
COL005700,LOAN007815,2024-11-20,Phone,Success
COL005701,LOAN000195,2022-04-03,Phone,Success
COL005702,LOAN006022,2023-06-21,Phone,Success
COL005703,LOAN008660,2020-04-14,SMS,Success
COL005704,LOAN000004,2021-03-01,In-person,Failure
COL005705,LOAN007747,2022-09-07,SMS,Failure
COL005706,LOAN002850,2021-05-27,In-person,Success
COL005707,LOAN007592,2024-06-30,Phone,Failure
COL005708,LOAN004158,2024-07-19,Phone,Failure
COL005709,LOAN007630,2026-04-26,Phone,Success
COL005710,LOAN004778,2024-08-13,Phone,Success
COL005711,LOAN005382,2023-10-22,SMS,Failure
COL005712,LOAN004242,2021-09-25,In-person,Success
COL005713,LOAN008610,2021-08-14,SMS,Failure
COL005714,LOAN007794,2023-03-15,SMS,Success
COL005715,LOAN006734,2022-02-13,In-person,Failure
COL005716,LOAN005114,2023-11-08,Phone,Failure
COL005717,LOAN000607,2021-04-23,In-person,Success
COL005718,LOAN009368,2022-01-14,SMS,Success
COL005719,LOAN004490,2025-06-30,SMS,Success
COL005720,LOAN000882,2020-05-29,Phone,Success
COL005721,LOAN008470,2026-03-27,Phone,Failure
COL005722,LOAN004619,2024-08-05,SMS,Success
COL005723,LOAN001909,2024-06-11,In-person,Failure
COL005724,LOAN004087,2020-11-02,SMS,Success
COL005725,LOAN009335,2023-01-19,In-person,Success
COL005726,LOAN009873,2023-07-25,SMS,Success
COL005727,LOAN001807,2024-09-07,SMS,Success
COL005728,LOAN004259,2020-11-03,Phone,Success
COL005729,LOAN001844,2023-06-30,Phone,Success
COL005730,LOAN007154,2026-03-24,Phone,Failure
COL005731,LOAN003643,2026-11-17,Phone,Success
COL005732,LOAN007770,2025-09-28,Phone,Success
COL005733,LOAN001667,2021-12-30,In-person,Failure
COL005734,LOAN001724,2020-10-09,In-person,Success
COL005735,LOAN004402,2022-08-22,In-person,Failure
COL005736,LOAN000872,2022-03-10,Phone,Success
COL005737,LOAN005713,2025-02-04,SMS,Success
COL005738,LOAN007932,2020-12-22,In-person,Success
COL005739,LOAN009679,2021-07-28,Phone,Failure
COL005740,LOAN008435,2025-01-05,Phone,Failure
COL005741,LOAN005076,2022-08-31,In-person,Success
COL005742,LOAN004908,2024-09-15,Phone,Failure
COL005743,LOAN006931,2024-05-31,SMS,Success
COL005744,LOAN002191,2023-09-01,In-person,Success
COL005745,LOAN002567,2023-06-09,Phone,Failure
COL005746,LOAN006835,2023-07-10,Phone,Success
COL005747,LOAN002796,2020-03-31,Phone,Success
COL005748,LOAN000906,2023-07-23,Phone,Failure
COL005749,LOAN001671,2023-09-01,Phone,Success
COL005750,LOAN001790,2024-11-04,In-person,Success
COL005751,LOAN007026,2022-07-28,Phone,Failure
COL005752,LOAN002013,2023-09-21,Phone,Success
COL005753,LOAN003573,2024-08-23,Phone,Success
COL005754,LOAN004202,2023-10-31,Phone,Success
COL005755,LOAN005547,2025-05-11,SMS,Success
COL005756,LOAN000012,2021-02-05,In-person,Success
COL005757,LOAN007331,2020-10-05,Phone,Success
COL005758,LOAN003215,2021-04-07,Phone,Failure
COL005759,LOAN006088,2023-05-10,Phone,Failure
COL005760,LOAN005975,2023-06-30,Phone,Failure
COL005761,LOAN000851,2024-06-21,In-person,Success
COL005762,LOAN003569,2020-10-24,SMS,Success
COL005763,LOAN009852,2024-09-01,Phone,Failure
COL005764,LOAN009320,2021-12-17,Phone,Failure
COL005765,LOAN006698,2020-02-11,Phone,Success
COL005766,LOAN006928,2026-01-15,SMS,Success
COL005767,LOAN003802,2026-07-26,SMS,Success
COL005768,LOAN005188,2023-04-19,Phone,Success
COL005769,LOAN001491,2022-01-02,Phone,Success
COL005770,LOAN001049,2021-10-15,In-person,Success
COL005771,LOAN003811,2022-11-07,Phone,Failure
COL005772,LOAN000551,2025-05-31,SMS,Failure
COL005773,LOAN003671,2021-06-10,Phone,Success
COL005774,LOAN009588,2022-05-21,In-person,Failure
COL005775,LOAN002110,2023-01-17,Phone,Success
COL005776,LOAN008382,2021-08-06,SMS,Failure
COL005777,LOAN005498,2024-08-08,In-person,Failure
COL005778,LOAN008385,2023-10-05,In-person,Success
COL005779,LOAN004688,2024-09-18,SMS,Success
COL005780,LOAN000555,2023-12-31,SMS,Failure
COL005781,LOAN006198,2021-02-04,In-person,Success
COL005782,LOAN000179,2024-03-21,Phone,Failure
COL005783,LOAN008799,2022-05-22,In-person,Success
COL005784,LOAN008057,2026-10-25,Phone,Success
COL005785,LOAN002478,2023-07-26,In-person,Failure
COL005786,LOAN001219,2020-11-17,In-person,Success
COL005787,LOAN003010,2023-10-29,Phone,Success
COL005788,LOAN002187,2024-08-23,Phone,Failure
COL005789,LOAN008427,2020-03-02,SMS,Success
COL005790,LOAN002998,2020-10-04,In-person,Success
COL005791,LOAN005185,2024-07-06,Phone,Failure
COL005792,LOAN003908,2028-02-15,In-person,Success
COL005793,LOAN003130,2023-12-29,SMS,Failure
COL005794,LOAN000962,2021-07-24,SMS,Success
COL005795,LOAN002378,2022-02-24,SMS,Success
COL005796,LOAN000726,2021-06-07,In-person,Failure
COL005797,LOAN008451,2028-10-20,Phone,Failure
COL005798,LOAN007364,2022-08-20,Phone,Success
COL005799,LOAN005533,2024-12-02,In-person,Success
COL005800,LOAN002149,2020-07-16,SMS,Success
COL005801,LOAN007475,2019-12-12,Phone,Success
COL005802,LOAN009058,2024-08-05,Phone,Failure
COL005803,LOAN001425,2022-11-01,In-person,Success
COL005804,LOAN001518,2025-09-15,Phone,Failure
COL005805,LOAN005646,2019-10-29,SMS,Success
COL005806,LOAN007930,2023-05-10,Phone,Failure
COL005807,LOAN003186,2027-11-09,Phone,Success
COL005808,LOAN000537,2022-03-26,SMS,Success
COL005809,LOAN004537,2022-03-30,Phone,Success
COL005810,LOAN000065,2022-06-29,Phone,Success
COL005811,LOAN003215,2021-05-07,In-person,Success
COL005812,LOAN009553,2023-02-20,Phone,Success
COL005813,LOAN007195,2021-02-27,SMS,Success
COL005814,LOAN000369,2021-11-27,Phone,Success
COL005815,LOAN004732,2019-09-30,Phone,Failure
COL005816,LOAN009625,2023-08-12,Phone,Success
COL005817,LOAN005414,2021-09-24,SMS,Success
COL005818,LOAN006266,2025-09-06,Phone,Success
COL005819,LOAN009031,2021-10-02,In-person,Success
COL005820,LOAN006406,2022-06-26,SMS,Failure
COL005821,LOAN006413,2025-01-02,In-person,Failure
COL005822,LOAN006113,2019-10-17,Phone,Failure
COL005823,LOAN005987,2027-07-11,SMS,Failure
COL005824,LOAN006343,2021-01-25,Phone,Success
COL005825,LOAN008809,2022-06-03,Phone,Failure
COL005826,LOAN004925,2020-06-14,Phone,Success
COL005827,LOAN005136,2022-01-09,SMS,Failure
COL005828,LOAN003267,2025-11-16,SMS,Failure
COL005829,LOAN005210,2021-11-06,Phone,Failure
COL005830,LOAN007350,2019-09-23,SMS,Failure
COL005831,LOAN004948,2021-10-21,SMS,Success
COL005832,LOAN008994,2023-03-03,Phone,Success
COL005833,LOAN003472,2019-10-06,SMS,Success
COL005834,LOAN003475,2021-08-22,SMS,Success
COL005835,LOAN005587,2021-02-04,Phone,Failure
COL005836,LOAN007966,2025-04-12,Phone,Success
COL005837,LOAN000643,2025-09-17,Phone,Success
COL005838,LOAN001167,2024-02-08,In-person,Success
COL005839,LOAN003194,2023-07-29,SMS,Success
COL005840,LOAN004202,2024-05-28,Phone,Failure
COL005841,LOAN008630,2022-12-07,SMS,Success
COL005842,LOAN002444,2021-03-23,Phone,Success
COL005843,LOAN001734,2024-12-23,In-person,Failure
COL005844,LOAN004338,2019-09-24,In-person,Failure
COL005845,LOAN003008,2020-11-11,Phone,Success
COL005846,LOAN002232,2024-03-13,SMS,Failure
COL005847,LOAN009022,2021-10-21,SMS,Success
COL005848,LOAN006226,2023-03-01,SMS,Failure
COL005849,LOAN006787,2022-05-30,Phone,Success
COL005850,LOAN007785,2022-10-21,In-person,Success
COL005851,LOAN001782,2024-09-25,Phone,Success
COL005852,LOAN002476,2025-12-29,Phone,Success
COL005853,LOAN008143,2023-03-07,Phone,Success
COL005854,LOAN007518,2022-06-22,Phone,Failure
COL005855,LOAN002682,2020-02-17,In-person,Failure
COL005856,LOAN007980,2021-04-25,SMS,Success
COL005857,LOAN008153,2024-12-15,SMS,Success
COL005858,LOAN000012,2021-05-06,Phone,Success
COL005859,LOAN002501,2020-07-17,Phone,Success
COL005860,LOAN001201,2023-03-28,In-person,Failure
COL005861,LOAN009037,2023-08-09,In-person,Failure
COL005862,LOAN002778,2020-04-25,Phone,Success
COL005863,LOAN009410,2021-09-10,Phone,Success
COL005864,LOAN001621,2024-11-05,SMS,Success
COL005865,LOAN007538,2023-05-30,In-person,Success
COL005866,LOAN007963,2023-11-24,Phone,Success
COL005867,LOAN006906,2020-04-29,Phone,Success
COL005868,LOAN008859,2023-02-02,Phone,Failure
COL005869,LOAN004342,2020-01-06,In-person,Failure
COL005870,LOAN001140,2020-11-06,In-person,Failure
COL005871,LOAN002962,2024-08-14,In-person,Failure
COL005872,LOAN001371,2021-01-17,Phone,Failure
COL005873,LOAN000176,2024-08-02,Phone,Failure
COL005874,LOAN003205,2023-11-21,SMS,Success
COL005875,LOAN005966,2021-11-17,In-person,Failure
COL005876,LOAN008422,2021-12-09,Phone,Success
COL005877,LOAN007438,2023-08-24,SMS,Success
COL005878,LOAN007134,2024-07-23,Phone,Success
COL005879,LOAN006224,2019-04-18,Phone,Failure
COL005880,LOAN007601,2021-01-20,Phone,Success
COL005881,LOAN004427,2027-03-05,In-person,Success
COL005882,LOAN003949,2023-05-09,Phone,Success
COL005883,LOAN002532,2025-02-18,SMS,Success
COL005884,LOAN002974,2022-01-10,Phone,Success
COL005885,LOAN009069,2023-05-14,Phone,Success
COL005886,LOAN000316,2021-07-10,Phone,Success
COL005887,LOAN007149,2020-04-23,SMS,Failure
COL005888,LOAN003211,2020-04-19,SMS,Success
COL005889,LOAN001035,2020-06-22,Phone,Success
COL005890,LOAN004682,2024-12-30,Phone,Failure
COL005891,LOAN006693,2024-11-05,In-person,Failure
COL005892,LOAN002704,2023-08-27,SMS,Failure
COL005893,LOAN004070,2023-08-26,Phone,Failure
COL005894,LOAN001820,2026-06-23,SMS,Failure
COL005895,LOAN001897,2025-03-20,SMS,Failure
COL005896,LOAN003944,2023-06-09,Phone,Success
COL005897,LOAN006500,2021-09-16,Phone,Failure
COL005898,LOAN000873,2023-05-20,In-person,Success
COL005899,LOAN007538,2023-04-30,Phone,Success
COL005900,LOAN009573,2020-06-08,In-person,Success
COL005901,LOAN008417,2020-05-08,SMS,Success
COL005902,LOAN005180,2022-08-14,SMS,Success
COL005903,LOAN006889,2022-06-17,In-person,Failure
COL005904,LOAN008084,2020-06-24,SMS,Failure
COL005905,LOAN000716,2024-02-05,SMS,Failure
COL005906,LOAN005598,2021-02-09,Phone,Failure
COL005907,LOAN000449,2021-04-29,SMS,Success
COL005908,LOAN008691,2025-08-16,SMS,Failure
COL005909,LOAN007528,2020-04-11,SMS,Success
COL005910,LOAN009861,2023-04-26,SMS,Failure
COL005911,LOAN004412,2025-10-14,SMS,Success
COL005912,LOAN009819,2020-03-12,In-person,Success
COL005913,LOAN001578,2022-09-30,Phone,Failure
COL005914,LOAN006293,2023-11-08,SMS,Success
COL005915,LOAN001306,2020-05-20,SMS,Failure
COL005916,LOAN001323,2023-06-11,Phone,Failure
COL005917,LOAN006194,2020-05-16,In-person,Success
COL005918,LOAN000778,2022-05-31,In-person,Success
COL005919,LOAN000010,2020-12-08,In-person,Success
COL005920,LOAN006490,2025-03-05,Phone,Failure
COL005921,LOAN002710,2022-06-14,Phone,Failure
COL005922,LOAN008164,2024-06-03,Phone,Failure
COL005923,LOAN000018,2021-07-14,Phone,Success
COL005924,LOAN002258,2021-03-27,In-person,Success
COL005925,LOAN009397,2020-12-13,In-person,Failure
COL005926,LOAN004481,2022-07-30,SMS,Success
COL005927,LOAN006061,2020-12-22,Phone,Success
COL005928,LOAN007049,2023-09-27,Phone,Success
COL005929,LOAN009413,2020-10-21,SMS,Success
COL005930,LOAN003799,2023-09-19,SMS,Success
COL005931,LOAN008230,2023-12-16,Phone,Success
COL005932,LOAN005788,2020-08-26,SMS,Success
COL005933,LOAN000365,2025-05-15,Phone,Success
COL005934,LOAN008424,2025-11-29,SMS,Failure
COL005935,LOAN006859,2025-06-10,Phone,Failure
COL005936,LOAN003429,2022-03-31,SMS,Failure
COL005937,LOAN009575,2023-06-08,SMS,Failure
COL005938,LOAN001724,2020-07-11,Phone,Success
COL005939,LOAN006251,2023-02-13,Phone,Failure
COL005940,LOAN006335,2025-04-22,In-person,Failure
COL005941,LOAN002357,2021-08-06,SMS,Success
COL005942,LOAN008851,2022-12-14,SMS,Success
COL005943,LOAN007500,2023-11-25,Phone,Failure
COL005944,LOAN000874,2022-04-30,Phone,Failure
COL005945,LOAN001589,2021-04-30,Phone,Success
COL005946,LOAN001238,2019-12-11,Phone,Failure
COL005947,LOAN004590,2022-04-02,Phone,Failure
COL005948,LOAN001742,2022-03-30,Phone,Success
COL005949,LOAN007460,2025-06-30,In-person,Success
COL005950,LOAN003273,2024-07-11,Phone,Success
COL005951,LOAN007153,2020-06-23,In-person,Success
COL005952,LOAN003820,2020-10-10,SMS,Success
COL005953,LOAN001086,2023-11-23,Phone,Success
COL005954,LOAN001638,2019-10-11,SMS,Success
COL005955,LOAN002519,2020-11-22,Phone,Success
COL005956,LOAN000663,2019-10-19,Phone,Success
COL005957,LOAN009533,2021-01-15,SMS,Success
COL005958,LOAN007089,2021-06-16,Phone,Failure
COL005959,LOAN008980,2021-09-15,In-person,Failure
COL005960,LOAN008717,2022-06-14,Phone,Success
COL005961,LOAN003436,2023-05-05,Phone,Success
COL005962,LOAN005087,2020-02-29,SMS,Failure
COL005963,LOAN006508,2024-05-12,In-person,Failure
COL005964,LOAN001729,2023-12-17,SMS,Success
COL005965,LOAN005839,2021-03-24,SMS,Success
COL005966,LOAN001891,2025-10-25,SMS,Success
COL005967,LOAN006731,2020-06-25,Phone,Success
COL005968,LOAN009399,2019-09-13,Phone,Success
COL005969,LOAN005401,2024-12-10,In-person,Failure
COL005970,LOAN005179,2020-03-05,Phone,Failure
COL005971,LOAN006619,2019-08-23,Phone,Success
COL005972,LOAN005516,2022-11-21,Phone,Success
COL005973,LOAN000059,2021-01-26,In-person,Success
COL005974,LOAN005414,2022-03-23,In-person,Success
COL005975,LOAN009573,2020-11-05,SMS,Success
COL005976,LOAN000338,2020-04-01,Phone,Success
COL005977,LOAN009365,2026-04-16,Phone,Failure
COL005978,LOAN006822,2021-01-05,SMS,Success
COL005979,LOAN008120,2023-02-08,SMS,Failure
COL005980,LOAN005562,2020-04-30,In-person,Failure
COL005981,LOAN000666,2023-12-14,In-person,Success
COL005982,LOAN006285,2025-07-30,Phone,Failure
COL005983,LOAN002007,2023-09-25,Phone,Failure
COL005984,LOAN001357,2020-06-11,Phone,Failure
COL005985,LOAN003199,2023-05-12,Phone,Success
COL005986,LOAN000966,2022-11-30,Phone,Success
COL005987,LOAN000064,2022-10-12,In-person,Success
COL005988,LOAN005887,2020-11-22,SMS,Success
COL005989,LOAN008789,2024-10-08,SMS,Success
COL005990,LOAN007761,2025-01-29,Phone,Success
COL005991,LOAN003646,2026-02-17,Phone,Failure
COL005992,LOAN002206,2022-06-16,SMS,Success
COL005993,LOAN006205,2025-10-01,SMS,Success
COL005994,LOAN005750,2022-10-24,Phone,Success
COL005995,LOAN001513,2026-05-18,Phone,Success
COL005996,LOAN004309,2025-03-28,Phone,Success
COL005997,LOAN004566,2024-11-01,Phone,Success
COL005998,LOAN003708,2020-07-05,Phone,Success
COL005999,LOAN000996,2023-02-20,Phone,Success
COL006000,LOAN005628,2021-07-20,SMS,Success
COL006001,LOAN009620,2023-03-20,Phone,Success
COL006002,LOAN002720,2025-02-20,Phone,Success
COL006003,LOAN009910,2019-05-27,SMS,Success
COL006004,LOAN000676,2020-08-29,Phone,Failure
COL006005,LOAN005001,2020-10-31,In-person,Failure
COL006006,LOAN008213,2025-03-06,Phone,Success
COL006007,LOAN009695,2020-09-29,SMS,Success
COL006008,LOAN008688,2024-11-11,SMS,Success
COL006009,LOAN008642,2023-08-09,Phone,Failure
COL006010,LOAN002631,2026-10-03,Phone,Failure
COL006011,LOAN005798,2024-09-18,Phone,Success
COL006012,LOAN006007,2025-05-18,SMS,Success
COL006013,LOAN006652,2022-09-07,SMS,Success
COL006014,LOAN001576,2024-11-12,SMS,Failure
COL006015,LOAN006077,2021-06-17,SMS,Success
COL006016,LOAN003370,2023-03-08,Phone,Success
COL006017,LOAN001931,2021-04-27,Phone,Failure
COL006018,LOAN003086,2024-10-08,SMS,Failure
COL006019,LOAN009925,2021-08-03,Phone,Success
COL006020,LOAN003829,2022-11-03,Phone,Success
COL006021,LOAN007302,2023-02-05,In-person,Failure
COL006022,LOAN007002,2024-12-13,In-person,Success
COL006023,LOAN001527,2021-08-23,Phone,Success
COL006024,LOAN000087,2020-11-20,SMS,Success
COL006025,LOAN006489,2024-08-13,Phone,Failure
COL006026,LOAN000696,2020-06-02,SMS,Failure
COL006027,LOAN007464,2024-01-04,SMS,Success
COL006028,LOAN002542,2022-10-12,Phone,Failure
COL006029,LOAN003721,2024-08-22,In-person,Failure
COL006030,LOAN001869,2023-02-13,SMS,Success
COL006031,LOAN009620,2022-03-25,SMS,Success
COL006032,LOAN001626,2022-03-29,Phone,Success
COL006033,LOAN009581,2023-09-17,Phone,Failure
COL006034,LOAN002937,2022-10-26,SMS,Failure
COL006035,LOAN001455,2024-03-28,SMS,Failure
COL006036,LOAN006480,2025-06-10,In-person,Failure
COL006037,LOAN009506,2021-10-05,Phone,Success
COL006038,LOAN005979,2023-12-03,SMS,Success
COL006039,LOAN006731,2020-05-26,SMS,Failure
COL006040,LOAN003281,2025-05-06,Phone,Success
COL006041,LOAN003506,2023-07-12,Phone,Success
COL006042,LOAN001161,2025-05-09,Phone,Success
COL006043,LOAN006157,2027-07-20,In-person,Failure
COL006044,LOAN003169,2025-02-09,In-person,Success
COL006045,LOAN003925,2021-07-13,In-person,Success
COL006046,LOAN003685,2023-08-02,Phone,Failure
COL006047,LOAN005151,2022-12-15,Phone,Failure
COL006048,LOAN009938,2020-09-10,Phone,Success
COL006049,LOAN001485,2021-02-01,In-person,Failure
COL006050,LOAN009404,2021-08-10,Phone,Success
COL006051,LOAN001419,2019-08-01,Phone,Success
COL006052,LOAN008248,2023-11-28,Phone,Failure
COL006053,LOAN008755,2021-03-23,SMS,Success
COL006054,LOAN002659,2021-08-20,In-person,Failure
COL006055,LOAN004630,2020-02-11,SMS,Failure
COL006056,LOAN005028,2021-01-16,SMS,Failure
COL006057,LOAN004280,2026-10-07,Phone,Success
COL006058,LOAN007365,2026-01-13,SMS,Failure
COL006059,LOAN007208,2019-12-31,In-person,Success
COL006060,LOAN002138,2023-12-19,SMS,Failure
COL006061,LOAN001857,2019-09-21,Phone,Success
COL006062,LOAN002379,2024-06-18,In-person,Success
COL006063,LOAN000705,2023-11-23,SMS,Failure
COL006064,LOAN004438,2019-11-28,In-person,Success
COL006065,LOAN002420,2020-10-13,Phone,Success
COL006066,LOAN002821,2020-02-22,In-person,Success
COL006067,LOAN003637,2019-07-13,Phone,Success
COL006068,LOAN007384,2020-02-27,Phone,Success
COL006069,LOAN008543,2024-06-01,Phone,Success
COL006070,LOAN003332,2023-02-09,SMS,Success
COL006071,LOAN009384,2022-07-25,In-person,Failure
COL006072,LOAN000791,2021-06-01,Phone,Success
COL006073,LOAN007150,2025-05-27,Phone,Success
COL006074,LOAN009688,2026-08-23,Phone,Failure
COL006075,LOAN000051,2021-06-05,Phone,Success
COL006076,LOAN000165,2023-06-27,SMS,Failure
COL006077,LOAN007235,2021-08-26,Phone,Success
COL006078,LOAN008168,2022-08-23,SMS,Failure
COL006079,LOAN003832,2024-06-17,Phone,Failure
COL006080,LOAN006720,2019-03-05,SMS,Failure
COL006081,LOAN002839,2021-08-12,Phone,Success
COL006082,LOAN007168,2022-10-24,SMS,Success
COL006083,LOAN001150,2022-07-29,SMS,Success
COL006084,LOAN003064,2025-01-14,Phone,Success
COL006085,LOAN001025,2021-03-20,In-person,Failure
COL006086,LOAN009069,2022-11-15,SMS,Failure
COL006087,LOAN005642,2020-08-10,In-person,Failure
COL006088,LOAN009732,2022-12-24,In-person,Success
COL006089,LOAN002923,2025-04-30,Phone,Success
COL006090,LOAN005918,2021-03-17,Phone,Success
COL006091,LOAN001506,2023-02-22,Phone,Failure
COL006092,LOAN007455,2020-07-14,Phone,Success
COL006093,LOAN002750,2021-12-13,Phone,Failure
COL006094,LOAN007421,2020-12-25,SMS,Success
COL006095,LOAN000053,2026-09-06,Phone,Success
COL006096,LOAN009687,2024-01-11,Phone,Success
COL006097,LOAN008931,2023-02-22,Phone,Failure
COL006098,LOAN008534,2023-03-20,SMS,Failure
