LoanID,CustomerID,LoanType,LoanAmount,LoanTermMonths,InterestRate,DisbursementDate,ApprovalTimeDays
LOAN007828,CUST03658,Salary Advance,18426,5,0.05,2020-09-30,2
LOAN007829,CUST01014,Additional Loan,149602,33,0.1,2023-02-11,11
LOAN007830,CUST03108,Seasonal Advance,419194,8,0.08,2020-02-24,14
LOAN007831,CUST02476,Avocado Loan,919057,59,0.11,2019-09-06,10
LOAN007832,CUST04231,Jipange Loan,292676,20,0.08,2022-01-29,11
LOAN007833,CUST03357,Avocado Loan,481318,55,0.11,2023-05-19,12
LOAN007834,CUST03792,Emergency Loan,47298,8,0.09,2019-05-29,3
LOAN007835,CUST04412,Additional Loan,487240,33,0.1,2020-06-19,7
LOAN007836,CUST04464,Maziwa Loan,104082,33,0.09,2022-04-29,13
LOAN007837,CUST03363,Jipange Loan,146485,19,0.08,2022-06-26,10
LOAN007838,CUST00239,Jipange Loan,498069,10,0.08,2020-04-09,7
LOAN007839,CUST00697,Special Advance,20226,4,0.06,2021-03-21,2
LOAN007840,CUST02077,Green Energy Loan,25909,32,0.07,2020-02-03,1
LOAN007841,CUST04301,Boda Boda Loan,631140,15,0.12,2024-02-06,9
LOAN007842,CUST01524,Special Advance,31922,9,0.06,2023-08-01,1
LOAN007843,CUST02280,Salary Advance,36560,12,0.05,2020-10-19,1
LOAN007844,CUST04688,Salary Advance,74960,11,0.05,2023-02-19,2
LOAN007845,CUST01722,Salary Advance,41184,12,0.05,2021-02-10,3
LOAN007846,CUST01870,Additional Loan,107266,20,0.1,2020-09-11,9
LOAN007847,CUST00336,Additional Loan,356061,8,0.1,2021-02-10,14
LOAN007848,CUST03620,Salary Advance,49131,8,0.05,2021-02-25,3
LOAN007849,CUST02100,Special Advance,91821,3,0.06,2023-04-30,2
LOAN007850,CUST03928,Normal Loan,143462,23,0.1,2021-02-11,10
LOAN007851,CUST01395,Maziwa Loan,413939,8,0.09,2020-09-22,9
LOAN007852,CUST03867,Normal Loan,951825,54,0.1,2021-09-06,7
LOAN007853,CUST04264,Special Advance,56375,5,0.06,2023-09-28,3
LOAN007854,CUST02980,Jipange Loan,488596,9,0.08,2021-06-20,11
LOAN007855,CUST03004,Salary Advance,86924,3,0.05,2021-03-11,1
LOAN007856,CUST03869,Boda Boda Loan,958651,30,0.12,2019-06-20,7
LOAN007857,CUST00351,Additional Loan,333893,14,0.1,2021-05-09,12
LOAN007858,CUST02563,Normal Loan,737451,42,0.1,2023-05-16,12
LOAN007859,CUST00653,Boda Boda Loan,501555,24,0.12,2021-01-15,10
LOAN007860,CUST02048,Seasonal Advance,341297,18,0.08,2021-01-12,8
LOAN007861,CUST02480,Maziwa Loan,280935,22,0.09,2023-02-02,14
LOAN007862,CUST00975,Salary Advance,95440,6,0.05,2024-06-23,2
LOAN007863,CUST00828,Avocado Loan,627708,21,0.11,2024-04-12,11
LOAN007864,CUST04098,Normal Loan,514813,28,0.1,2021-01-31,14
LOAN007865,CUST00966,Salary Advance,24880,3,0.05,2022-03-17,1
LOAN007866,CUST01903,Normal Loan,667153,27,0.1,2024-04-17,9
LOAN007867,CUST03853,Additional Loan,101776,8,0.1,2020-11-13,14
LOAN007868,CUST02595,Avocado Loan,702280,16,0.11,2023-02-18,14
LOAN007869,CUST04915,Seasonal Advance,60703,12,0.08,2024-11-13,2
LOAN007870,CUST02156,Green Energy Loan,101078,21,0.07,2023-07-15,13
LOAN007871,CUST04721,Salary Advance,46034,12,0.05,2023-07-05,2
LOAN007872,CUST02104,Salary Advance,62670,10,0.05,2024-07-08,2
LOAN007873,CUST04136,Maziwa Loan,455093,29,0.09,2024-09-30,13
LOAN007874,CUST00505,Additional Loan,296191,22,0.1,2019-06-04,14
LOAN007875,CUST00699,Special Advance,71759,5,0.06,2022-12-08,2
LOAN007876,CUST00012,Normal Loan,796204,25,0.1,2022-12-22,13
LOAN007877,CUST01808,Avocado Loan,450303,49,0.11,2022-07-12,11
LOAN007878,CUST04021,Emergency Loan,29631,10,0.09,2020-05-13,1
LOAN007879,CUST00235,Avocado Loan,471056,36,0.11,2021-09-26,10
LOAN007880,CUST03700,Jipange Loan,288482,32,0.08,2021-11-10,10
LOAN007881,CUST01321,Boda Boda Loan,798877,41,0.12,2023-05-12,13
LOAN007882,CUST01597,Normal Loan,190342,13,0.1,2019-10-31,9
LOAN007883,CUST03618,Maziwa Loan,308277,18,0.09,2024-11-06,11
LOAN007884,CUST02323,Seasonal Advance,481679,16,0.08,2021-10-04,11
LOAN007885,CUST04699,Emergency Loan,24921,3,0.09,2022-04-03,2
LOAN007886,CUST03819,Boda Boda Loan,122920,55,0.12,2019-10-11,8
LOAN007887,CUST03256,Jipange Loan,194075,15,0.08,2020-03-16,10
LOAN007888,CUST02472,Seasonal Advance,482706,16,0.08,2022-12-22,11
LOAN007889,CUST04545,Jipange Loan,453309,14,0.08,2020-07-10,12
LOAN007890,CUST02568,Salary Advance,95720,9,0.05,2020-09-21,3
LOAN007891,CUST00926,Normal Loan,248459,50,0.1,2019-04-12,9
LOAN007892,CUST00665,Green Energy Loan,297963,9,0.07,2024-02-27,11
LOAN007893,CUST03640,Salary Advance,42467,12,0.05,2024-02-14,3
LOAN007894,CUST02916,Maziwa Loan,354117,6,0.09,2019-01-18,8
LOAN007895,CUST03393,Avocado Loan,63159,43,0.11,2024-07-08,2
LOAN007896,CUST03359,Green Energy Loan,452076,24,0.07,2019-07-27,7
LOAN007897,CUST00316,Maziwa Loan,282304,7,0.09,2019-11-15,12
LOAN007898,CUST01681,Boda Boda Loan,103709,58,0.12,2024-06-08,11
LOAN007899,CUST03101,Maziwa Loan,367020,25,0.09,2019-02-21,12
LOAN007900,CUST03567,Special Advance,53625,4,0.06,2023-10-11,2
LOAN007901,CUST01670,Salary Advance,26093,6,0.05,2019-08-11,2
LOAN007902,CUST03416,Normal Loan,801930,16,0.1,2022-02-23,7
LOAN007903,CUST01542,Jipange Loan,153631,7,0.08,2021-12-03,7
LOAN007904,CUST00643,Avocado Loan,426191,49,0.11,2019-07-07,8
LOAN007905,CUST04255,Green Energy Loan,184762,32,0.07,2024-04-01,8
LOAN007906,CUST01612,Additional Loan,224542,12,0.1,2024-08-06,8
LOAN007907,CUST04232,Emergency Loan,48581,12,0.09,2023-05-17,3
LOAN007908,CUST02283,Additional Loan,130397,23,0.1,2021-02-01,14
LOAN007909,CUST01626,Avocado Loan,310166,49,0.11,2024-09-02,10
LOAN007910,CUST04859,Avocado Loan,739445,17,0.11,2019-07-21,13
LOAN007911,CUST00282,Seasonal Advance,496693,6,0.08,2021-12-05,10
LOAN007912,CUST00399,Avocado Loan,673089,52,0.11,2021-08-04,10
LOAN007913,CUST02509,Avocado Loan,201491,32,0.11,2024-01-22,14
LOAN007914,CUST04694,Avocado Loan,421788,53,0.11,2021-09-10,12
LOAN007915,CUST02170,Jipange Loan,124738,24,0.08,2024-08-22,9
LOAN007916,CUST04414,Special Advance,14647,6,0.06,2023-02-08,2
LOAN007917,CUST02606,Avocado Loan,754638,52,0.11,2023-10-24,10
LOAN007918,CUST01206,Green Energy Loan,371454,26,0.07,2021-04-02,9
LOAN007919,CUST02967,Special Advance,93534,5,0.06,2023-02-15,3
LOAN007920,CUST04108,Avocado Loan,479459,54,0.11,2019-10-06,8
LOAN007921,CUST02601,Green Energy Loan,379092,10,0.07,2020-01-11,7
LOAN007922,CUST04524,Green Energy Loan,138162,17,0.07,2020-10-19,9
LOAN007923,CUST03770,Boda Boda Loan,381843,19,0.12,2022-04-14,11
LOAN007924,CUST00523,Salary Advance,50467,10,0.05,2020-09-08,3
LOAN007925,CUST04755,Maziwa Loan,357825,13,0.09,2023-03-23,7
LOAN007926,CUST04169,Emergency Loan,19009,7,0.09,2022-09-14,1
LOAN007927,CUST03210,Additional Loan,146458,17,0.1,2020-01-27,12
LOAN007928,CUST04244,Maziwa Loan,432703,36,0.09,2023-09-15,11
LOAN007929,CUST04427,Seasonal Advance,453338,22,0.08,2022-03-23,10
LOAN007930,CUST03817,Normal Loan,265090,44,0.1,2020-03-26,14
LOAN007931,CUST01647,Emergency Loan,24174,4,0.09,2021-02-03,3
LOAN007932,CUST00637,Special Advance,72974,12,0.06,2020-04-26,2
LOAN007933,CUST02684,Emergency Loan,25038,3,0.09,2020-07-06,2
LOAN007934,CUST03196,Maziwa Loan,429675,12,0.09,2020-11-03,8
LOAN007935,CUST00831,Green Energy Loan,161599,26,0.07,2022-12-31,14
LOAN007936,CUST04750,Maziwa Loan,60269,7,0.09,2022-09-12,1
LOAN007937,CUST03785,Emergency Loan,11998,11,0.09,2019-07-18,1
LOAN007938,CUST04150,Normal Loan,978163,21,0.1,2019-04-21,10
LOAN007939,CUST02982,Emergency Loan,12141,10,0.09,2019-10-24,3
LOAN007940,CUST04179,Green Energy Loan,440100,26,0.07,2019-11-14,13
LOAN007941,CUST02666,Special Advance,59423,10,0.06,2023-07-17,3
LOAN007942,CUST00373,Green Energy Loan,246980,32,0.07,2020-08-31,13
LOAN007943,CUST01534,Avocado Loan,578072,32,0.11,2024-04-28,9
LOAN007944,CUST00850,Seasonal Advance,448855,20,0.08,2022-09-26,8
LOAN007945,CUST04388,Normal Loan,802491,24,0.1,2022-12-28,10
LOAN007946,CUST02768,Green Energy Loan,242548,15,0.07,2024-11-08,11
LOAN007947,CUST00773,Normal Loan,124016,37,0.1,2024-07-12,8
LOAN007948,CUST04607,Boda Boda Loan,348256,32,0.12,2020-08-13,7
LOAN007949,CUST01088,Emergency Loan,49467,4,0.09,2020-07-01,2
LOAN007950,CUST01004,Seasonal Advance,131149,23,0.08,2019-08-12,7
LOAN007951,CUST02026,Additional Loan,300370,8,0.1,2023-03-02,9
LOAN007952,CUST00342,Jipange Loan,267414,6,0.08,2021-11-14,12
LOAN007953,CUST01925,Avocado Loan,513524,47,0.11,2024-09-23,13
LOAN007954,CUST00444,Special Advance,88191,5,0.06,2021-01-06,2
LOAN007955,CUST04359,Maziwa Loan,49594,35,0.09,2021-03-09,2
LOAN007956,CUST02176,Salary Advance,98898,8,0.05,2021-10-30,2
LOAN007957,CUST02822,Salary Advance,26244,10,0.05,2021-11-23,3
LOAN007958,CUST02673,Jipange Loan,104201,26,0.08,2024-04-21,10
LOAN007959,CUST00268,Emergency Loan,14619,11,0.09,2024-03-02,3
LOAN007960,CUST01506,Avocado Loan,484561,28,0.11,2021-04-23,8
LOAN007961,CUST03861,Normal Loan,191638,26,0.1,2020-05-28,8
LOAN007962,CUST03770,Special Advance,67370,12,0.06,2020-10-26,2
LOAN007963,CUST03294,Emergency Loan,44955,3,0.09,2023-09-25,2
LOAN007964,CUST01283,Emergency Loan,49006,10,0.09,2023-03-21,3
LOAN007965,CUST01977,Seasonal Advance,357627,13,0.08,2019-11-04,7
LOAN007966,CUST01077,Normal Loan,618717,17,0.1,2024-06-16,7
LOAN007967,CUST00909,Additional Loan,272847,20,0.1,2019-12-21,10
LOAN007968,CUST04581,Salary Advance,43314,3,0.05,2019-04-20,2
LOAN007969,CUST03515,Normal Loan,756010,35,0.1,2024-08-19,12
LOAN007970,CUST01342,Normal Loan,107906,59,0.1,2023-05-07,7
LOAN007971,CUST02469,Seasonal Advance,207116,6,0.08,2020-04-10,11
LOAN007972,CUST00717,Emergency Loan,42944,8,0.09,2022-07-10,2
LOAN007973,CUST03162,Emergency Loan,15056,12,0.09,2022-08-03,2
LOAN007974,CUST02828,Boda Boda Loan,291688,12,0.12,2020-03-02,11
LOAN007975,CUST00345,Normal Loan,969031,14,0.1,2022-08-20,13
LOAN007976,CUST00434,Salary Advance,81488,9,0.05,2024-03-21,2
LOAN007977,CUST04655,Maziwa Loan,211035,19,0.09,2019-03-28,7
LOAN007978,CUST04624,Emergency Loan,32352,11,0.09,2021-01-25,3
LOAN007979,CUST02414,Avocado Loan,56303,19,0.11,2019-08-06,1
LOAN007980,CUST01424,Avocado Loan,174324,26,0.11,2020-06-29,12
LOAN007981,CUST00984,Special Advance,15780,9,0.06,2023-03-25,1
LOAN007982,CUST02282,Normal Loan,56183,37,0.1,2020-05-05,2
LOAN007983,CUST02647,Special Advance,30373,11,0.06,2019-07-18,3
LOAN007984,CUST04160,Seasonal Advance,126866,20,0.08,2020-04-04,10
LOAN007985,CUST04574,Additional Loan,389436,6,0.1,2024-11-06,9
LOAN007986,CUST02993,Salary Advance,33847,8,0.05,2020-07-26,2
LOAN007987,CUST03477,Normal Loan,837725,19,0.1,2024-02-02,12
LOAN007988,CUST00949,Salary Advance,93118,8,0.05,2021-06-30,2
LOAN007989,CUST03774,Boda Boda Loan,857750,29,0.12,2024-05-18,13
LOAN007990,CUST04049,Green Energy Loan,492058,28,0.07,2023-09-26,7
LOAN007991,CUST00694,Green Energy Loan,59041,27,0.07,2019-06-15,2
LOAN007992,CUST04335,Normal Loan,909384,53,0.1,2023-08-19,10
LOAN007993,CUST04236,Boda Boda Loan,552334,28,0.12,2019-08-31,9
LOAN007994,CUST02598,Avocado Loan,249023,29,0.11,2020-09-18,9
LOAN007995,CUST03406,Normal Loan,576593,46,0.1,2022-02-05,10
LOAN007996,CUST02139,Special Advance,63107,9,0.06,2019-06-27,1
LOAN007997,CUST03218,Special Advance,64414,4,0.06,2022-01-05,2
LOAN007998,CUST01620,Additional Loan,77621,13,0.1,2020-08-14,1
LOAN007999,CUST00675,Avocado Loan,450019,37,0.11,2021-07-19,14
LOAN008000,CUST04436,Salary Advance,14216,3,0.05,2023-12-15,2
LOAN008001,CUST03270,Maziwa Loan,161995,12,0.09,2022-06-13,12
LOAN008002,CUST03546,Special Advance,68402,11,0.06,2024-01-10,2
LOAN008003,CUST00455,Salary Advance,74552,8,0.05,2022-02-26,1
LOAN008004,CUST01382,Green Energy Loan,24376,21,0.07,2019-09-06,3
LOAN008005,CUST00844,Green Energy Loan,322076,31,0.07,2023-12-12,13
LOAN008006,CUST01297,Seasonal Advance,495722,10,0.08,2020-05-01,14
LOAN008007,CUST01941,Boda Boda Loan,794834,56,0.12,2022-10-31,13
LOAN008008,CUST04166,Boda Boda Loan,587644,53,0.12,2020-06-15,9
LOAN008009,CUST03887,Jipange Loan,272660,28,0.08,2019-07-26,14
LOAN008010,CUST02981,Additional Loan,124577,25,0.1,2024-03-05,14
LOAN008011,CUST01807,Green Energy Loan,466748,25,0.07,2021-07-26,12
LOAN008012,CUST01931,Avocado Loan,305822,43,0.11,2024-07-24,10
LOAN008013,CUST01033,Emergency Loan,29255,5,0.09,2023-12-09,1
LOAN008014,CUST00269,Maziwa Loan,292344,26,0.09,2023-06-22,14
LOAN008015,CUST03078,Seasonal Advance,489501,13,0.08,2021-04-05,8
LOAN008016,CUST00385,Additional Loan,79399,18,0.1,2019-03-02,2
LOAN008017,CUST04997,Salary Advance,48016,11,0.05,2024-07-10,1
LOAN008018,CUST01602,Avocado Loan,733085,47,0.11,2019-03-11,8
LOAN008019,CUST00982,Seasonal Advance,90316,14,0.08,2022-03-21,1
LOAN008020,CUST02144,Seasonal Advance,308315,12,0.08,2021-10-18,8
LOAN008021,CUST00125,Salary Advance,63679,9,0.05,2019-10-01,3
LOAN008022,CUST02601,Green Energy Loan,107387,25,0.07,2022-10-12,12
LOAN008023,CUST02994,Seasonal Advance,364296,9,0.08,2022-08-20,8
LOAN008024,CUST02417,Salary Advance,82535,5,0.05,2020-12-10,2
LOAN008025,CUST02325,Seasonal Advance,70000,24,0.08,2021-12-31,2
LOAN008026,CUST03281,Additional Loan,476857,15,0.1,2024-02-15,12
LOAN008027,CUST04021,Maziwa Loan,156997,31,0.09,2020-11-22,10
LOAN008028,CUST00193,Additional Loan,122059,13,0.1,2024-09-13,10
LOAN008029,CUST02208,Seasonal Advance,467265,15,0.08,2023-08-31,11
LOAN008030,CUST00488,Normal Loan,579515,23,0.1,2020-10-20,9
LOAN008031,CUST03680,Green Energy Loan,279289,27,0.07,2023-03-31,14
LOAN008032,CUST03028,Jipange Loan,361214,19,0.08,2024-05-10,9
LOAN008033,CUST04343,Normal Loan,364044,29,0.1,2021-05-01,11
LOAN008034,CUST04102,Maziwa Loan,121012,34,0.09,2021-02-21,7
LOAN008035,CUST00553,Salary Advance,84070,6,0.05,2023-11-22,2
LOAN008036,CUST02081,Maziwa Loan,360543,19,0.09,2022-08-31,10
LOAN008037,CUST01304,Emergency Loan,48074,7,0.09,2022-12-21,2
LOAN008038,CUST03679,Emergency Loan,27075,9,0.09,2020-10-20,2
LOAN008039,CUST03980,Additional Loan,329671,31,0.1,2023-08-27,11
LOAN008040,CUST03051,Seasonal Advance,172875,19,0.08,2024-11-14,12
LOAN008041,CUST04851,Maziwa Loan,234695,21,0.09,2023-01-04,11
LOAN008042,CUST00946,Additional Loan,43170,10,0.1,2019-08-24,2
LOAN008043,CUST02686,Boda Boda Loan,345517,42,0.12,2021-07-04,7
LOAN008044,CUST00004,Jipange Loan,335306,20,0.08,2024-01-08,14
LOAN008045,CUST04150,Special Advance,68596,4,0.06,2023-10-16,3
LOAN008046,CUST03522,Emergency Loan,15708,6,0.09,2023-04-23,1
LOAN008047,CUST04005,Green Energy Loan,376958,6,0.07,2021-07-31,8
LOAN008048,CUST00045,Jipange Loan,59274,18,0.08,2020-07-25,1
LOAN008049,CUST03726,Salary Advance,19168,6,0.05,2024-04-17,2
LOAN008050,CUST02900,Maziwa Loan,424692,27,0.09,2021-06-05,14
LOAN008051,CUST02219,Green Energy Loan,422101,26,0.07,2022-04-03,12
LOAN008052,CUST00450,Additional Loan,226159,30,0.1,2023-02-21,8
LOAN008053,CUST00367,Seasonal Advance,146156,16,0.08,2019-10-25,12
LOAN008054,CUST02951,Normal Loan,859654,49,0.1,2021-06-27,12
LOAN008055,CUST00311,Jipange Loan,140149,23,0.08,2023-12-07,9
LOAN008056,CUST04773,Green Energy Loan,351758,17,0.07,2022-06-21,13
LOAN008057,CUST03857,Avocado Loan,416557,58,0.11,2022-05-19,8
LOAN008058,CUST01503,Normal Loan,966818,21,0.1,2021-08-10,11
LOAN008059,CUST00251,Salary Advance,29955,9,0.05,2024-12-14,1
LOAN008060,CUST03143,Seasonal Advance,128803,9,0.08,2024-06-27,10
LOAN008061,CUST00255,Normal Loan,696741,21,0.1,2022-05-23,9
LOAN008062,CUST04225,Special Advance,90111,11,0.06,2021-07-14,3
LOAN008063,CUST00514,Seasonal Advance,269400,6,0.08,2019-06-14,8
LOAN008064,CUST00351,Jipange Loan,170353,9,0.08,2024-07-03,11
LOAN008065,CUST03195,Normal Loan,971838,34,0.1,2024-10-18,10
LOAN008066,CUST03745,Boda Boda Loan,453206,30,0.12,2021-06-29,11
LOAN008067,CUST03981,Salary Advance,95364,8,0.05,2024-10-18,2
LOAN008068,CUST02881,Jipange Loan,200421,30,0.08,2019-07-13,10
LOAN008069,CUST03379,Green Energy Loan,388088,9,0.07,2021-12-29,7
LOAN008070,CUST03233,Green Energy Loan,151838,30,0.07,2023-01-08,9
LOAN008071,CUST02563,Salary Advance,45186,10,0.05,2024-03-07,2
LOAN008072,CUST01596,Additional Loan,131997,20,0.1,2022-01-11,14
LOAN008073,CUST01708,Normal Loan,899414,29,0.1,2023-11-10,14
LOAN008074,CUST02426,Emergency Loan,17113,7,0.09,2023-06-07,1
LOAN008075,CUST00104,Special Advance,32187,5,0.06,2024-09-06,1
LOAN008076,CUST00943,Green Energy Loan,94541,22,0.07,2020-03-26,3
LOAN008077,CUST04651,Maziwa Loan,118790,32,0.09,2024-06-23,12
LOAN008078,CUST04005,Seasonal Advance,212718,15,0.08,2020-11-09,9
LOAN008079,CUST04045,Additional Loan,438245,25,0.1,2024-09-05,7
LOAN008080,CUST03870,Maziwa Loan,244290,27,0.09,2019-03-10,12
LOAN008081,CUST01918,Salary Advance,23873,6,0.05,2023-07-14,3
LOAN008082,CUST02268,Emergency Loan,27350,6,0.09,2023-10-02,3
LOAN008083,CUST02186,Salary Advance,68519,6,0.05,2022-03-02,2
LOAN008084,CUST04764,Emergency Loan,48803,7,0.09,2019-12-27,1
LOAN008085,CUST02310,Special Advance,73334,4,0.06,2019-11-26,2
LOAN008086,CUST04681,Emergency Loan,33490,3,0.09,2022-06-03,3
LOAN008087,CUST01588,Special Advance,47026,7,0.06,2021-03-23,3
LOAN008088,CUST01106,Avocado Loan,214332,49,0.11,2020-04-15,10
LOAN008089,CUST04525,Normal Loan,428212,32,0.1,2021-01-29,12
LOAN008090,CUST03446,Avocado Loan,929808,20,0.11,2024-11-17,12
LOAN008091,CUST04567,Boda Boda Loan,554033,41,0.12,2021-11-05,12
LOAN008092,CUST04877,Emergency Loan,20181,12,0.09,2020-09-03,2
LOAN008093,CUST00971,Additional Loan,282919,12,0.1,2020-03-08,9
LOAN008094,CUST00587,Boda Boda Loan,433934,48,0.12,2019-08-28,12
LOAN008095,CUST00718,Boda Boda Loan,685695,49,0.12,2020-10-26,12
LOAN008096,CUST01293,Salary Advance,95034,9,0.05,2023-08-19,3
LOAN008097,CUST01825,Additional Loan,172600,34,0.1,2021-07-16,13
LOAN008098,CUST04325,Normal Loan,422676,45,0.1,2024-01-25,13
LOAN008099,CUST04040,Emergency Loan,16893,6,0.09,2024-01-29,2
LOAN008100,CUST03859,Normal Loan,887273,24,0.1,2022-07-15,10
LOAN008101,CUST01124,Salary Advance,34085,11,0.05,2019-11-08,2
LOAN008102,CUST04514,Avocado Loan,611157,47,0.11,2020-09-29,11
LOAN008103,CUST01215,Boda Boda Loan,865561,48,0.12,2023-09-19,8
LOAN008104,CUST02811,Boda Boda Loan,315695,15,0.12,2019-04-30,7
LOAN008105,CUST03584,Seasonal Advance,389487,16,0.08,2024-03-03,12
LOAN008106,CUST03965,Jipange Loan,80660,9,0.08,2023-08-17,3
LOAN008107,CUST04406,Avocado Loan,551576,52,0.11,2023-10-05,7
LOAN008108,CUST01842,Avocado Loan,276948,49,0.11,2022-10-15,11
LOAN008109,CUST00833,Salary Advance,52331,7,0.05,2024-05-29,3
LOAN008110,CUST00221,Normal Loan,197730,12,0.1,2019-03-10,7
LOAN008111,CUST04226,Green Energy Loan,366838,26,0.07,2020-07-31,14
LOAN008112,CUST03246,Additional Loan,172299,21,0.1,2024-01-05,8
LOAN008113,CUST04094,Avocado Loan,290766,20,0.11,2023-07-21,7
LOAN008114,CUST00759,Jipange Loan,160438,6,0.08,2019-08-18,9
LOAN008115,CUST04164,Green Energy Loan,485850,7,0.07,2024-04-29,8
LOAN008116,CUST02195,Seasonal Advance,466352,19,0.08,2023-02-02,11
LOAN008117,CUST02516,Special Advance,81471,4,0.06,2022-11-28,2
LOAN008118,CUST02053,Seasonal Advance,176125,8,0.08,2021-11-22,7
LOAN008119,CUST04681,Salary Advance,12640,5,0.05,2020-05-28,3
LOAN008120,CUST04308,Emergency Loan,38065,12,0.09,2022-12-10,1
LOAN008121,CUST00447,Salary Advance,76068,7,0.05,2019-10-31,3
LOAN008122,CUST03636,Jipange Loan,252287,10,0.08,2022-07-01,12
LOAN008123,CUST02417,Maziwa Loan,388377,11,0.09,2023-06-07,8
LOAN008124,CUST04412,Additional Loan,452091,13,0.1,2024-08-15,12
LOAN008125,CUST00123,Emergency Loan,38813,9,0.09,2022-02-22,1
LOAN008126,CUST04475,Special Advance,25682,9,0.06,2023-09-01,3
LOAN008127,CUST03668,Additional Loan,277287,16,0.1,2024-11-26,11
LOAN008128,CUST01940,Jipange Loan,489201,36,0.08,2022-05-10,10
LOAN008129,CUST03175,Salary Advance,85161,4,0.05,2023-12-27,3
LOAN008130,CUST02721,Boda Boda Loan,912950,58,0.12,2024-10-24,10
LOAN008131,CUST04500,Emergency Loan,24547,11,0.09,2022-06-10,3
LOAN008132,CUST04657,Avocado Loan,961546,30,0.11,2021-06-06,12
LOAN008133,CUST00301,Additional Loan,402854,24,0.1,2023-12-30,13
LOAN008134,CUST01527,Avocado Loan,230430,22,0.11,2022-01-18,11
LOAN008135,CUST02936,Maziwa Loan,362673,6,0.09,2021-10-19,8
LOAN008136,CUST01400,Boda Boda Loan,260819,33,0.12,2022-08-08,9
LOAN008137,CUST02351,Maziwa Loan,415740,9,0.09,2024-08-04,11
LOAN008138,CUST04341,Seasonal Advance,357336,23,0.08,2020-03-07,7
LOAN008139,CUST02336,Avocado Loan,830526,48,0.11,2024-01-16,10
LOAN008140,CUST01053,Avocado Loan,701964,33,0.11,2019-11-21,12
LOAN008141,CUST04295,Jipange Loan,388484,11,0.08,2020-03-05,13
LOAN008142,CUST01117,Jipange Loan,368513,20,0.08,2023-02-28,9
LOAN008143,CUST03289,Salary Advance,47156,3,0.05,2022-12-07,2
LOAN008144,CUST04395,Green Energy Loan,155548,13,0.07,2019-08-13,14
LOAN008145,CUST01472,Maziwa Loan,176550,34,0.09,2020-11-01,10
LOAN008146,CUST01115,Boda Boda Loan,88181,19,0.12,2020-08-29,2
LOAN008147,CUST03735,Boda Boda Loan,622068,26,0.12,2019-07-01,12
LOAN008148,CUST03388,Normal Loan,962883,43,0.1,2022-07-29,12
LOAN008149,CUST01310,Maziwa Loan,65999,22,0.09,2019-09-24,1
LOAN008150,CUST03335,Green Energy Loan,490550,7,0.07,2021-03-11,12
LOAN008151,CUST03814,Additional Loan,258272,6,0.1,2022-11-10,14
LOAN008152,CUST01823,Additional Loan,57611,22,0.1,2024-12-19,3
LOAN008153,CUST03818,Salary Advance,35500,12,0.05,2024-07-18,3
LOAN008154,CUST02067,Avocado Loan,210618,50,0.11,2020-11-12,14
LOAN008155,CUST04148,Special Advance,21218,11,0.06,2024-05-23,3
LOAN008156,CUST02799,Maziwa Loan,407137,12,0.09,2019-02-26,14
LOAN008157,CUST01530,Boda Boda Loan,374909,33,0.12,2021-06-25,11
LOAN008158,CUST02553,Boda Boda Loan,476677,31,0.12,2020-04-10,13
LOAN008159,CUST03206,Seasonal Advance,70175,9,0.08,2022-11-08,1
LOAN008160,CUST04986,Avocado Loan,959250,38,0.11,2024-02-21,9
LOAN008161,CUST03283,Salary Advance,60345,5,0.05,2024-06-21,2
LOAN008162,CUST03572,Emergency Loan,48174,11,0.09,2021-09-29,1
LOAN008163,CUST02189,Normal Loan,836580,57,0.1,2023-10-25,7
LOAN008164,CUST04604,Additional Loan,20432,14,0.1,2023-10-07,1
LOAN008165,CUST04124,Normal Loan,840689,47,0.1,2023-01-21,10
LOAN008166,CUST03077,Jipange Loan,280837,14,0.08,2019-11-17,13
LOAN008167,CUST01198,Avocado Loan,409499,33,0.11,2023-09-20,8
LOAN008168,CUST00814,Boda Boda Loan,909573,33,0.12,2020-12-01,10
LOAN008169,CUST02203,Avocado Loan,92109,59,0.11,2022-05-08,3
LOAN008170,CUST04854,Boda Boda Loan,120880,16,0.12,2023-03-26,7
LOAN008171,CUST01086,Jipange Loan,294370,16,0.08,2022-06-23,14
LOAN008172,CUST00196,Seasonal Advance,116221,10,0.08,2023-03-28,8
LOAN008173,CUST04186,Additional Loan,348475,18,0.1,2019-12-15,11
LOAN008174,CUST03681,Maziwa Loan,60025,34,0.09,2023-12-26,1
LOAN008175,CUST00640,Salary Advance,68659,5,0.05,2020-01-04,3
LOAN008176,CUST00396,Normal Loan,604247,27,0.1,2024-10-17,9
LOAN008177,CUST01485,Special Advance,77727,10,0.06,2023-04-26,2
LOAN008178,CUST03541,Avocado Loan,679836,19,0.11,2022-08-26,13
LOAN008179,CUST01063,Additional Loan,376681,29,0.1,2023-05-26,9
LOAN008180,CUST02631,Green Energy Loan,320829,22,0.07,2024-11-25,9
LOAN008181,CUST03537,Salary Advance,77904,10,0.05,2024-05-04,1
LOAN008182,CUST00077,Maziwa Loan,482779,26,0.09,2020-08-09,11
LOAN008183,CUST04888,Seasonal Advance,167817,21,0.08,2023-07-31,9
LOAN008184,CUST02861,Seasonal Advance,476925,17,0.08,2021-10-03,11
LOAN008185,CUST02824,Special Advance,63820,3,0.06,2019-10-28,3
