RepaymentID,LoanID,RepaymentDate,RepaymentAmount,RepaymentStatus,PaymentMethod
RP0042391,LOAN000623,2025-03-15,2938.6,Prepaid,Bank Transfer
RP0042392,LOAN002751,2021-03-03,5607.52,On Time,M-Pesa
RP0042393,LOAN000437,2024-12-04,4870.31,On Time,M-Pesa
RP0042394,LOAN000853,2023-07-27,32656.01,On Time,M-Pesa
RP0042395,LOAN008974,2022-06-05,30469.24,Late,Cash
RP0042396,LOAN001267,2024-10-29,31480.99,Late,M-Pesa
RP0042397,LOAN008306,2022-06-19,15733.31,On Time,M-Pesa
RP0042398,LOAN008819,2022-12-13,15963.14,On Time,M-Pesa
RP0042399,LOAN002885,2024-10-14,7967.1,On Time,M-Pesa
RP0042400,LOAN009688,2026-01-25,17772.19,Defaulted,M-Pesa
RP0042401,LOAN000228,2024-08-22,1287.88,On Time,M-Pesa
RP0042402,LOAN000853,2024-01-23,32656.01,On Time,M-Pesa
RP0042403,LOAN008984,2020-01-15,11663.43,On Time,M-Pesa
RP0042404,LOAN002135,2024-01-27,19394.08,On Time,M-Pesa
RP0042405,LOAN003290,2020-11-02,11794.4,On Time,M-Pesa
RP0042406,LOAN008930,2022-10-18,2854.59,On Time,M-Pesa
RP0042407,LOAN008834,2024-10-01,6307.67,On Time,M-Pesa
RP0042408,LOAN006159,2025-01-21,7862.54,Late,M-Pesa
RP0042409,LOAN008322,2021-06-19,5799.32,On Time,Cash
RP0042410,LOAN008897,2023-02-06,4216.4,Late,M-Pesa
RP0042411,LOAN008623,2021-03-22,8620.44,On Time,M-Pesa
RP0042412,LOAN009200,2021-05-01,5741.87,Defaulted,M-Pesa
RP0042413,LOAN009513,2023-07-14,14622.16,On Time,M-Pesa
RP0042414,LOAN005979,2023-09-04,21713.56,Prepaid,M-Pesa
RP0042415,LOAN002288,2023-03-07,6722.69,On Time,M-Pesa
RP0042416,LOAN001076,2022-07-14,10065.8,On Time,M-Pesa
RP0042417,LOAN008313,2024-11-29,3247.45,On Time,M-Pesa
RP0042418,LOAN007444,2022-06-05,6193.3,Defaulted,M-Pesa
RP0042419,LOAN009745,2023-09-04,1290.84,On Time,M-Pesa
RP0042420,LOAN009010,2024-08-26,6207.44,On Time,Bank Transfer
RP0042421,LOAN008002,2024-04-09,6406.47,On Time,M-Pesa
RP0042422,LOAN004159,2021-07-25,13376.13,On Time,M-Pesa
RP0042423,LOAN009585,2023-07-17,1409.38,On Time,M-Pesa
RP0042424,LOAN002441,2025-04-05,43256.89,On Time,M-Pesa
RP0042425,LOAN002465,2021-10-01,14560.6,On Time,M-Pesa
RP0042426,LOAN004769,2022-05-03,3067.75,On Time,M-Pesa
RP0042427,LOAN009860,2021-05-04,46409.54,On Time,M-Pesa
RP0042428,LOAN001147,2024-12-31,34033.1,Defaulted,M-Pesa
RP0042429,LOAN006849,2024-04-17,17541.87,On Time,M-Pesa
RP0042430,LOAN003977,2025-07-10,24654.27,Defaulted,M-Pesa
RP0042431,LOAN009936,2022-01-01,15711.76,On Time,M-Pesa
RP0042432,LOAN008808,2023-12-10,20118.2,On Time,M-Pesa
RP0042433,LOAN009335,2023-04-19,4931.42,On Time,M-Pesa
RP0042434,LOAN008522,2028-01-05,12546.88,On Time,M-Pesa
RP0042435,LOAN002937,2022-07-28,5110.13,Late,M-Pesa
RP0042436,LOAN005783,2023-05-28,8886.84,On Time,M-Pesa
RP0042437,LOAN008394,2019-11-07,29749.93,Late,M-Pesa
RP0042438,LOAN002923,2025-12-26,20601.07,On Time,M-Pesa
RP0042439,LOAN002526,2027-10-03,22234.73,On Time,M-Pesa
RP0042440,LOAN005633,2026-10-17,20944.01,On Time,M-Pesa
RP0042441,LOAN004976,2023-02-01,3548.87,On Time,Cash
RP0042442,LOAN008595,2020-10-04,7050.96,Defaulted,M-Pesa
RP0042443,LOAN009122,2022-11-06,20873.06,On Time,M-Pesa
RP0042444,LOAN000369,2021-10-28,20318.56,Late,M-Pesa
RP0042445,LOAN000593,2024-01-11,5553.0,On Time,M-Pesa
RP0042446,LOAN001073,2025-08-28,15612.13,On Time,M-Pesa
RP0042447,LOAN007499,2023-11-08,8217.35,Prepaid,M-Pesa
RP0042448,LOAN006204,2025-05-09,13209.32,On Time,M-Pesa
RP0042449,LOAN000589,2024-02-17,8871.63,Late,M-Pesa
RP0042450,LOAN000644,2023-07-06,28198.52,On Time,M-Pesa
RP0042451,LOAN001334,2024-07-12,29410.94,On Time,M-Pesa
RP0042452,LOAN003234,2019-12-24,3081.88,On Time,M-Pesa
RP0042453,LOAN006484,2019-07-29,7066.59,On Time,Cash
RP0042454,LOAN002814,2025-12-30,27556.58,Prepaid,M-Pesa
RP0042455,LOAN003942,2021-02-12,35527.187859309255,On Time,M-Pesa
RP0042456,LOAN004387,2025-04-17,20880.37,On Time,M-Pesa
RP0042457,LOAN005156,2020-08-03,19564.08,Late,M-Pesa
RP0042458,LOAN003665,2024-08-20,15059.71,On Time,M-Pesa
RP0042459,LOAN006231,2024-08-13,15193.99,On Time,M-Pesa
RP0042460,LOAN006070,2022-03-13,13781.65,On Time,M-Pesa
RP0042461,LOAN005155,2021-08-22,8279.57,On Time,M-Pesa
RP0042462,LOAN004742,2025-09-02,10187.59,On Time,M-Pesa
RP0042463,LOAN004968,2021-09-25,1624.72,On Time,M-Pesa
RP0042464,LOAN000961,2020-07-12,14719.1,On Time,M-Pesa
RP0042465,LOAN007914,2023-09-30,10083.1,Prepaid,M-Pesa
RP0042466,LOAN001530,2021-03-13,2346.18,Late,M-Pesa
RP0042467,LOAN003062,2025-09-06,18169.56,Late,M-Pesa
RP0042468,LOAN001581,2021-07-04,5230.74,On Time,M-Pesa
RP0042469,LOAN005299,2025-06-27,4911.3,On Time,M-Pesa
RP0042470,LOAN001022,2022-12-31,7225.98,On Time,M-Pesa
RP0042471,LOAN005218,2023-03-21,3653.61,Defaulted,M-Pesa
RP0042472,LOAN005687,2025-03-06,6450.7,On Time,M-Pesa
RP0042473,LOAN001798,2023-08-23,19411.97,On Time,Cash
RP0042474,LOAN007218,2024-10-06,13001.69,On Time,M-Pesa
RP0042475,LOAN000589,2024-01-18,8871.63,On Time,M-Pesa
RP0042476,LOAN002913,2019-12-16,20376.5,On Time,M-Pesa
RP0042477,LOAN004490,2024-10-03,19069.28,On Time,M-Pesa
RP0042478,LOAN003305,2023-07-11,13097.55,On Time,M-Pesa
RP0042479,LOAN009214,2019-05-26,40334.51,Late,M-Pesa
RP0042480,LOAN004941,2023-03-11,38061.71,Late,M-Pesa
RP0042481,LOAN008645,2024-10-15,18957.54,On Time,Bank Transfer
RP0042482,LOAN004969,2023-09-17,1277.72,Late,M-Pesa
RP0042483,LOAN006540,2022-12-16,18029.84,On Time,M-Pesa
RP0042484,LOAN006743,2023-05-29,8733.46,On Time,M-Pesa
RP0042485,LOAN005227,2027-06-25,20080.0,On Time,M-Pesa
RP0042486,LOAN008239,2019-08-23,32050.02,On Time,Cash
RP0042487,LOAN007938,2019-08-19,50967.0,On Time,M-Pesa
RP0042488,LOAN007126,2024-10-06,4414.95,On Time,M-Pesa
RP0042489,LOAN000270,2023-01-28,18103.71,On Time,M-Pesa
RP0042490,LOAN008230,2023-10-17,18552.36,On Time,M-Pesa
RP0042491,LOAN004081,2021-09-19,46306.39,On Time,M-Pesa
RP0042492,LOAN000068,2021-01-21,11229.54,Late,M-Pesa
RP0042493,LOAN005960,2023-02-16,10037.96,On Time,M-Pesa
RP0042494,LOAN006747,2024-12-24,7273.7,On Time,M-Pesa
RP0042495,LOAN006847,2023-02-04,4233.93,On Time,M-Pesa
RP0042496,LOAN005443,2024-09-14,2064.07,On Time,M-Pesa
RP0042497,LOAN000413,2023-03-16,1703.32,On Time,M-Pesa
RP0042498,LOAN002016,2022-07-20,15956.96,On Time,M-Pesa
RP0042499,LOAN003761,2020-05-08,18519.7,On Time,M-Pesa
RP0042500,LOAN004696,2022-09-27,12527.46,On Time,M-Pesa
RP0042501,LOAN000760,2025-07-22,28489.55,On Time,M-Pesa
RP0042502,LOAN002396,2019-10-07,10065.640075876912,On Time,M-Pesa
RP0042503,LOAN008543,2023-08-06,14671.38,Prepaid,M-Pesa
RP0042504,LOAN005651,2021-05-31,1400.67,On Time,M-Pesa
RP0042505,LOAN004253,2025-11-14,10335.04,On Time,M-Pesa
RP0042506,LOAN009168,2025-10-10,7890.39,On Time,M-Pesa
RP0042507,LOAN006945,2024-02-04,3795.05,On Time,Bank Transfer
RP0042508,LOAN000215,2023-10-30,14933.39,On Time,M-Pesa
RP0042509,LOAN002258,2020-03-02,8190.94,On Time,Cash
RP0042510,LOAN009381,2021-10-15,7834.36,On Time,Cash
RP0042511,LOAN004237,2024-11-06,5124.68,Prepaid,M-Pesa
RP0042512,LOAN002952,2024-02-05,26223.37,Prepaid,M-Pesa
RP0042513,LOAN004397,2023-08-05,18769.83,On Time,M-Pesa
RP0042514,LOAN007715,2025-05-30,12255.81,On Time,M-Pesa
RP0042515,LOAN002507,2021-03-26,3926.53,On Time,M-Pesa
RP0042516,LOAN000787,2025-10-15,19270.64,On Time,M-Pesa
RP0042517,LOAN009190,2024-07-18,14667.45,On Time,M-Pesa
RP0042518,LOAN002866,2023-06-08,45559.83,Defaulted,M-Pesa
RP0042519,LOAN005540,2023-07-12,6972.2,On Time,M-Pesa
RP0042520,LOAN008927,2019-09-03,3924.47,On Time,M-Pesa
RP0042521,LOAN000031,2025-08-26,13166.08,On Time,M-Pesa
RP0042522,LOAN006364,2023-04-18,11535.26,Late,M-Pesa
RP0042523,LOAN001826,2022-11-04,20835.58,On Time,M-Pesa
RP0042524,LOAN006678,2025-04-05,20028.67,Late,M-Pesa
RP0042525,LOAN007602,2025-12-12,5064.27,On Time,M-Pesa
RP0042526,LOAN002276,2023-08-20,6085.35,On Time,Bank Transfer
RP0042527,LOAN007496,2021-09-27,2716.88,On Time,M-Pesa
RP0042528,LOAN009208,2024-12-27,12567.88,Prepaid,M-Pesa
RP0042529,LOAN007574,2020-06-13,10624.09,On Time,M-Pesa
RP0042530,LOAN003203,2020-09-19,9573.56,On Time,M-Pesa
RP0042531,LOAN005627,2019-12-31,32054.44,On Time,M-Pesa
RP0042532,LOAN008393,2020-06-10,20584.58,Late,M-Pesa
RP0042533,LOAN009161,2024-03-01,4614.01,Defaulted,M-Pesa
RP0042534,LOAN005819,2023-08-19,16698.35,On Time,M-Pesa
RP0042535,LOAN002817,2025-06-12,33556.87,Late,M-Pesa
RP0042536,LOAN001077,2021-09-03,1125.05,On Time,M-Pesa
RP0042537,LOAN003001,2023-09-06,13248.07,On Time,M-Pesa
RP0042538,LOAN006699,2022-10-08,12201.04,Late,M-Pesa
RP0042539,LOAN000167,2024-12-09,3661.67,On Time,M-Pesa
RP0042540,LOAN006912,2024-08-24,2304.99,On Time,M-Pesa
RP0042541,LOAN007425,2023-01-21,7925.77,On Time,M-Pesa
RP0042542,LOAN004225,2022-06-30,9413.81,On Time,M-Pesa
RP0042543,LOAN008750,2022-11-02,4678.85,Late,M-Pesa
RP0042544,LOAN000344,2023-12-23,45691.46,On Time,M-Pesa
RP0042545,LOAN004408,2020-04-10,8431.0,On Time,M-Pesa
RP0042546,LOAN006679,2025-07-27,6188.08,On Time,M-Pesa
RP0042547,LOAN002608,2024-07-20,1584.78,On Time,M-Pesa
RP0042548,LOAN007358,2022-12-25,5650.76,On Time,M-Pesa
RP0042549,LOAN008328,2021-05-16,12919.3,Defaulted,M-Pesa
RP0042550,LOAN005442,2021-10-11,12484.93,On Time,M-Pesa
RP0042551,LOAN003589,2019-12-11,6883.2,On Time,M-Pesa
RP0042552,LOAN006438,2023-12-10,19692.78,On Time,M-Pesa
RP0042553,LOAN002296,2024-04-20,2370.03,On Time,M-Pesa
RP0042554,LOAN009348,2023-11-08,5694.23,Late,M-Pesa
RP0042555,LOAN009383,2020-12-19,4506.01,On Time,M-Pesa
RP0042556,LOAN003165,2023-12-04,31629.6,On Time,M-Pesa
RP0042557,LOAN006493,2022-07-04,12485.09,On Time,M-Pesa
RP0042558,LOAN008229,2024-11-13,7174.22,On Time,M-Pesa
RP0042559,LOAN004463,2023-06-07,-1590.58,Late,M-Pesa
RP0042560,LOAN008076,2021-06-19,4591.46,On Time,M-Pesa
RP0042561,LOAN004712,2022-11-05,27763.79,On Time,M-Pesa
RP0042562,LOAN001224,2024-06-21,10768.84,On Time,M-Pesa
RP0042563,LOAN006511,2021-05-22,1750.19,Prepaid,M-Pesa
RP0042564,LOAN008616,2022-06-17,69392.05,On Time,M-Pesa
RP0042565,LOAN002327,2019-12-10,30283.42,On Time,Cash
RP0042566,LOAN005264,2020-12-11,20446.21,On Time,M-Pesa
RP0042567,LOAN000754,2023-07-21,1797.27,On Time,M-Pesa
RP0042568,LOAN005870,2021-08-17,15965.83,On Time,M-Pesa
RP0042569,LOAN007836,2023-04-24,3572.14,On Time,M-Pesa
RP0042570,LOAN001842,2027-05-28,19452.37,On Time,Bank Transfer
RP0042571,LOAN007468,2020-08-19,4663.54,On Time,M-Pesa
RP0042572,LOAN002520,2022-07-31,2561.82,On Time,M-Pesa
RP0042573,LOAN007795,2019-11-18,2144.23,On Time,M-Pesa
RP0042574,LOAN001265,2024-09-10,10704.87,On Time,M-Pesa
RP0042575,LOAN002254,2023-03-12,15146.66,Late,M-Pesa
RP0042576,LOAN006930,2025-02-14,9134.14,On Time,M-Pesa
RP0042577,LOAN003240,2023-03-31,22364.0,On Time,M-Pesa
RP0042578,LOAN004534,2026-02-11,16437.34,On Time,M-Pesa
RP0042579,LOAN005315,2022-05-26,6020.39,On Time,Bank Transfer
RP0042580,LOAN000575,2022-08-28,16199.59,Late,M-Pesa
RP0042581,LOAN003451,2022-02-20,55050.35,On Time,M-Pesa
RP0042582,LOAN005047,2020-03-21,6079.12,On Time,M-Pesa
RP0042583,LOAN006026,2024-07-23,2930.74,On Time,M-Pesa
RP0042584,LOAN005897,2020-11-25,971.3393544055781,On Time,M-Pesa
RP0042585,LOAN001097,2021-09-04,27517.5,Prepaid,M-Pesa
RP0042586,LOAN007615,2023-02-25,37782.26,On Time,M-Pesa
RP0042587,LOAN001901,2023-02-18,27019.5,Prepaid,Cash
RP0042588,LOAN007229,2024-11-22,15262.89,On Time,M-Pesa
RP0042589,LOAN009019,2024-08-17,2053.52,On Time,M-Pesa
RP0042590,LOAN000750,2022-02-18,33515.44,On Time,M-Pesa
RP0042591,LOAN000342,2026-05-18,7451.75,Prepaid,M-Pesa
RP0042592,LOAN003650,2020-02-25,4269.1,Late,M-Pesa
RP0042593,LOAN001855,2024-12-19,2583.24,Late,M-Pesa
RP0042594,LOAN002605,2024-03-14,10785.47,On Time,M-Pesa
RP0042595,LOAN003706,2021-11-12,5223.39,On Time,M-Pesa
RP0042596,LOAN007969,2026-05-11,24992.48,On Time,M-Pesa
RP0042597,LOAN003403,2020-10-20,6600.7,Defaulted,M-Pesa
RP0042598,LOAN008696,2022-03-05,74879.24,On Time,M-Pesa
RP0042599,LOAN007326,2022-09-12,51907.81,On Time,M-Pesa
RP0042600,LOAN000528,2021-10-03,2727.37,On Time,M-Pesa
RP0042601,LOAN005841,2025-02-25,47763.15,On Time,M-Pesa
RP0042602,LOAN006617,2022-12-05,1877.48,Defaulted,M-Pesa
RP0042603,LOAN008664,2028-03-18,15664.41,On Time,M-Pesa
RP0042604,LOAN004024,2021-04-21,10304.85,Defaulted,M-Pesa
RP0042605,LOAN006951,2026-02-10,16114.83,On Time,M-Pesa
RP0042606,LOAN007916,2023-08-07,2824.1261766538805,On Time,M-Pesa
RP0042607,LOAN009840,2024-11-26,14801.64,On Time,M-Pesa
RP0042608,LOAN004224,2023-08-31,11694.09,On Time,M-Pesa
RP0042609,LOAN002774,2021-04-25,1490.1,Defaulted,M-Pesa
RP0042610,LOAN003625,2025-07-06,22368.1,On Time,M-Pesa
RP0042611,LOAN000300,2026-08-01,18887.1,On Time,M-Pesa
RP0042612,LOAN006949,2021-02-14,38832.75,On Time,M-Pesa
RP0042613,LOAN006081,2024-01-11,11072.13,On Time,M-Pesa
RP0042614,LOAN007506,2024-06-08,17340.31,On Time,M-Pesa
RP0042615,LOAN009778,2021-05-15,8329.28,On Time,M-Pesa
RP0042616,LOAN006229,2022-05-28,13163.16,On Time,M-Pesa
RP0042617,LOAN006672,2021-07-12,4172.83,On Time,M-Pesa
RP0042618,LOAN008495,2022-10-14,20041.46,Prepaid,M-Pesa
RP0042619,LOAN002900,2019-07-21,47669.13,On Time,M-Pesa
RP0042620,LOAN002342,2021-12-30,4434.53,Late,M-Pesa
RP0042621,LOAN003651,2025-04-10,6557.01,Prepaid,M-Pesa
RP0042622,LOAN005962,2025-04-02,17537.93,Prepaid,M-Pesa
RP0042623,LOAN009673,2025-01-08,10454.61,On Time,M-Pesa
RP0042624,LOAN008206,2020-05-19,12002.27,On Time,Bank Transfer
RP0042625,LOAN005411,2025-10-27,4052.25,On Time,M-Pesa
RP0042626,LOAN005505,2019-04-19,21585.24,Prepaid,M-Pesa
RP0042627,LOAN000386,2022-01-06,8518.77,On Time,M-Pesa
RP0042628,LOAN006276,2022-09-03,4444.06,On Time,M-Pesa
RP0042629,LOAN000447,2024-02-16,24500.47,Defaulted,M-Pesa
RP0042630,LOAN005788,2020-09-25,4505.02,On Time,M-Pesa
RP0042631,LOAN008160,2026-01-11,30009.08,Prepaid,M-Pesa
RP0042632,LOAN007957,2022-04-22,2684.92,On Time,M-Pesa
RP0042633,LOAN001761,2022-01-09,8599.06,Defaulted,M-Pesa
RP0042634,LOAN007335,2024-07-11,12533.41,On Time,M-Pesa
RP0042635,LOAN006073,2020-06-18,11992.8,On Time,Bank Transfer
RP0042636,LOAN002651,2023-10-26,3117.93,On Time,M-Pesa
RP0042637,LOAN001299,2024-12-18,11302.68,Late,M-Pesa
RP0042638,LOAN002760,2024-09-29,1317.62,On Time,M-Pesa
RP0042639,LOAN001975,2023-03-06,28542.21,On Time,M-Pesa
RP0042640,LOAN009824,2022-05-30,8465.75,On Time,M-Pesa
RP0042641,LOAN006061,2021-04-21,17510.16,On Time,M-Pesa
RP0042642,LOAN009071,2022-09-20,46251.65,On Time,M-Pesa
RP0042643,LOAN005214,2023-09-15,2043.86,On Time,M-Pesa
RP0042644,LOAN007337,2025-06-21,2065.71,Defaulted,M-Pesa
RP0042645,LOAN007850,2022-02-06,6880.19,On Time,M-Pesa
RP0042646,LOAN008608,2023-07-13,7564.74,Late,M-Pesa
RP0042647,LOAN007086,2021-06-18,5800.64,On Time,M-Pesa
RP0042648,LOAN006532,2019-10-15,19320.95,On Time,M-Pesa
RP0042649,LOAN009222,2025-04-05,13793.62,On Time,M-Pesa
RP0042650,LOAN005827,2026-08-25,11458.13,Prepaid,Cash
RP0042651,LOAN008853,2023-06-11,2548.6,On Time,M-Pesa
RP0042652,LOAN005723,2023-05-11,8308.481355903174,Prepaid,M-Pesa
RP0042653,LOAN009614,2024-07-10,7640.81,On Time,M-Pesa
RP0042654,LOAN008185,2019-11-27,21486.42,On Time,M-Pesa
RP0042655,LOAN008989,2023-10-05,2960.15,On Time,M-Pesa
RP0042656,LOAN002192,2023-03-10,27063.76,On Time,M-Pesa
RP0042657,LOAN007661,2022-06-24,17144.68,On Time,M-Pesa
RP0042658,LOAN002417,2022-05-08,11058.92,On Time,M-Pesa
RP0042659,LOAN004972,2023-07-04,19066.09,On Time,M-Pesa
RP0042660,LOAN006268,2024-03-27,3853.38,On Time,M-Pesa
RP0042661,LOAN006641,2022-08-04,12364.12,On Time,M-Pesa
RP0042662,LOAN004287,2024-02-01,1321.78,Defaulted,M-Pesa
RP0042663,LOAN007775,2024-12-07,7136.34,On Time,M-Pesa
RP0042664,LOAN006941,2020-12-06,11998.56,Late,M-Pesa
RP0042665,LOAN001482,2022-06-22,23559.31,On Time,M-Pesa
RP0042666,LOAN004390,2023-03-15,1475.87,Prepaid,M-Pesa
RP0042667,LOAN008428,2022-12-24,2557.53,On Time,M-Pesa
RP0042668,LOAN003110,2020-11-14,4308.34,On Time,M-Pesa
RP0042669,LOAN001123,2021-02-06,44612.93,On Time,M-Pesa
RP0042670,LOAN006241,2023-09-27,22592.56,On Time,M-Pesa
RP0042671,LOAN006879,2020-02-25,2286.95,Late,M-Pesa
RP0042672,LOAN002928,2021-12-16,22320.53,On Time,M-Pesa
RP0042673,LOAN006198,2021-05-05,12595.66,On Time,M-Pesa
RP0042674,LOAN000999,2021-11-25,25072.17,On Time,M-Pesa
RP0042675,LOAN000469,2020-08-31,1724.74,On Time,M-Pesa
RP0042676,LOAN008601,2019-06-05,28349.3,On Time,M-Pesa
RP0042677,LOAN003562,2020-07-31,10395.34,On Time,Cash
RP0042678,LOAN002569,2024-12-26,18849.02,Defaulted,M-Pesa
RP0042679,LOAN004501,2020-05-03,13032.07,On Time,M-Pesa
RP0042680,LOAN000823,2026-11-12,13280.97,On Time,M-Pesa
RP0042681,LOAN007234,2025-04-09,10069.28,On Time,M-Pesa
RP0042682,LOAN003429,2021-12-31,9270.2,On Time,M-Pesa
RP0042683,LOAN004166,2023-07-27,12763.97,Late,M-Pesa
RP0042684,LOAN006349,2022-08-01,39519.75,Late,M-Pesa
RP0042685,LOAN002435,2025-01-15,47455.45579510473,On Time,M-Pesa
RP0042686,LOAN009772,2022-12-31,8805.51,On Time,M-Pesa
RP0042687,LOAN005273,2027-08-06,20479.33,On Time,Bank Transfer
RP0042688,LOAN008207,2019-11-05,4664.91,On Time,M-Pesa
RP0042689,LOAN004202,2023-10-31,11631.29,On Time,Cash
RP0042690,LOAN002765,2019-10-03,34388.31,On Time,M-Pesa
RP0042691,LOAN006300,2025-05-18,22038.33,On Time,M-Pesa
RP0042692,LOAN001723,2020-02-08,2819.72,On Time,M-Pesa
RP0042693,LOAN006379,2023-01-13,27083.27,Late,M-Pesa
RP0042694,LOAN008516,2022-11-21,2701.44,On Time,M-Pesa
RP0042695,LOAN003373,2022-06-10,6538.81,Late,M-Pesa
RP0042696,LOAN006355,2025-12-28,21561.67,On Time,M-Pesa
RP0042697,LOAN004202,2023-10-31,11631.29,On Time,M-Pesa
RP0042698,LOAN004764,2024-09-09,11974.63,On Time,M-Pesa
RP0042699,LOAN008995,2021-09-25,20063.13,On Time,M-Pesa
RP0042700,LOAN001037,2023-08-30,17015.4,On Time,M-Pesa
RP0042701,LOAN005555,2023-01-30,22918.59,On Time,M-Pesa
RP0042702,LOAN006085,2023-11-11,15339.7,On Time,M-Pesa
RP0042703,LOAN000014,2024-09-13,24051.57,On Time,M-Pesa
RP0042704,LOAN005705,2021-01-21,2994.21,On Time,M-Pesa
RP0042705,LOAN007108,2023-01-18,3958.29,Late,M-Pesa
RP0042706,LOAN003266,2020-12-13,13440.86,On Time,M-Pesa
RP0042707,LOAN003829,2022-11-03,16248.91,On Time,M-Pesa
RP0042708,LOAN008526,2020-04-26,4852.89,On Time,M-Pesa
RP0042709,LOAN006403,2019-04-13,8583.04,On Time,M-Pesa
RP0042710,LOAN004100,2020-05-09,7902.31,Late,M-Pesa
RP0042711,LOAN008975,2020-01-21,9295.44,On Time,M-Pesa
RP0042712,LOAN000180,2022-06-19,12668.84,Prepaid,M-Pesa
RP0042713,LOAN008668,2026-05-24,9631.76,Defaulted,M-Pesa
RP0042714,LOAN009156,2020-01-13,24292.1,On Time,M-Pesa
RP0042715,LOAN006075,2024-02-10,3449.64,On Time,M-Pesa
RP0042716,LOAN001809,2024-06-02,13751.42,On Time,M-Pesa
RP0042717,LOAN005894,2022-01-23,28935.75,Late,M-Pesa
RP0042718,LOAN002227,2021-05-05,4417.05,On Time,M-Pesa
RP0042719,LOAN004012,2024-09-28,4097.01,On Time,M-Pesa
RP0042720,LOAN009776,2021-10-26,26965.67,On Time,M-Pesa
RP0042721,LOAN004483,2021-10-16,2069.97,Defaulted,M-Pesa
RP0042722,LOAN003746,2021-01-15,3162.37,On Time,M-Pesa
RP0042723,LOAN007411,2021-05-28,12273.34,On Time,M-Pesa
RP0042724,LOAN005190,2019-06-22,13635.0,Defaulted,M-Pesa
RP0042725,LOAN007998,2020-11-12,9360.577302134001,Late,Bank Transfer
RP0042726,LOAN009109,2023-07-06,3581.13,On Time,M-Pesa
RP0042727,LOAN006464,2024-01-19,5472.2,Prepaid,M-Pesa
RP0042728,LOAN003440,2021-02-17,36662.14,On Time,M-Pesa
RP0042729,LOAN007458,2024-11-20,6884.47,On Time,M-Pesa
RP0042730,LOAN008649,2023-05-30,23871.69,Defaulted,M-Pesa
RP0042731,LOAN004580,2026-09-09,1648.34,On Time,M-Pesa
RP0042732,LOAN007813,2020-05-13,16723.13,On Time,Bank Transfer
RP0042733,LOAN007881,2025-11-27,23847.3,On Time,M-Pesa
RP0042734,LOAN005397,2020-11-03,20779.19,Late,M-Pesa
RP0042735,LOAN008023,2023-02-16,41838.53,Prepaid,Bank Transfer
RP0042736,LOAN005468,2026-02-11,5576.1,On Time,M-Pesa
RP0042737,LOAN002631,2025-02-10,9004.06,On Time,M-Pesa
RP0042738,LOAN003554,2023-11-02,10286.26,On Time,M-Pesa
RP0042739,LOAN009053,2021-11-12,14348.79,On Time,M-Pesa
RP0042740,LOAN000728,2023-11-04,29653.94,Late,M-Pesa
RP0042741,LOAN001719,2023-09-20,17585.05,On Time,M-Pesa
RP0042742,LOAN006555,2022-05-08,11677.4,On Time,M-Pesa
RP0042743,LOAN002743,2021-10-07,15645.38,On Time,M-Pesa
RP0042744,LOAN001557,2023-06-30,24657.21,On Time,M-Pesa
RP0042745,LOAN009634,2021-12-22,7466.26,Late,M-Pesa
RP0042746,LOAN000716,2023-05-11,18939.062373926477,Prepaid,M-Pesa
RP0042747,LOAN004497,2023-03-18,5340.57,On Time,M-Pesa
RP0042748,LOAN004870,2025-06-17,18758.55,On Time,M-Pesa
RP0042749,LOAN003457,2020-10-25,12305.32,On Time,M-Pesa
RP0042750,LOAN001911,2020-10-14,51140.24,On Time,M-Pesa
RP0042751,LOAN009353,2021-09-14,21556.82,Defaulted,M-Pesa
RP0042752,LOAN008746,2021-11-18,8108.28,Late,M-Pesa
RP0042753,LOAN006145,2024-09-20,1035.4,On Time,M-Pesa
RP0042754,LOAN007632,2026-02-11,31188.47,Late,M-Pesa
RP0042755,LOAN008797,2020-11-21,1956.65,On Time,M-Pesa
RP0042756,LOAN008558,2020-07-02,43873.41,On Time,M-Pesa
RP0042757,LOAN007288,2021-06-29,47650.48,On Time,M-Pesa
RP0042758,LOAN006574,2020-08-22,31439.46,On Time,M-Pesa
RP0042759,LOAN009869,2024-09-12,18998.42,On Time,Cash
RP0042760,LOAN007746,2023-05-13,9550.89,On Time,Bank Transfer
RP0042761,LOAN007572,2021-07-29,4426.26,On Time,M-Pesa
RP0042762,LOAN004599,2021-03-31,42203.42,On Time,M-Pesa
RP0042763,LOAN005698,2021-07-20,13080.39,On Time,M-Pesa
RP0042764,LOAN005138,2024-04-27,17519.1,On Time,M-Pesa
RP0042765,LOAN004933,2022-12-01,9055.52,On Time,M-Pesa
RP0042766,LOAN001434,2024-06-11,22179.38,On Time,M-Pesa
RP0042767,LOAN006468,2021-03-25,81056.87,On Time,M-Pesa
RP0042768,LOAN001401,2026-07-15,41824.28003272636,Prepaid,M-Pesa
RP0042769,LOAN008964,2022-01-25,23603.74,On Time,M-Pesa
RP0042770,LOAN003501,2024-05-06,22406.21,On Time,M-Pesa
RP0042771,LOAN005177,2022-10-16,23615.71,Late,M-Pesa
RP0042772,LOAN008075,2024-12-05,6534.28,Late,M-Pesa
RP0042773,LOAN001801,2020-11-05,5218.54,Late,M-Pesa
RP0042774,LOAN005197,2022-01-08,3995.97,On Time,M-Pesa
RP0042775,LOAN000120,2024-12-13,4405.99,On Time,M-Pesa
RP0042776,LOAN007742,2021-06-13,6211.23,On Time,M-Pesa
